rdfURL,fadmURL
https://kpop.fandom.com/wiki/VOISPER_Jung_Dae_Gwang,https://kpop.fandom.com/wiki/Jung_Dae_Gwang
https://kpop.fandom.com/wiki/VOISPER_Kim_Kang_San,https://kpop.fandom.com/wiki/Kim_Kang_San
https://kpop.fandom.com/wiki/CNBLUE,https://kpop.fandom.com/wiki/CNBLUE
https://kpop.fandom.com/wiki/CNBLUE_Jung_Yong_Hwa,https://kpop.fandom.com/wiki/Jung_Yong_Hwa
https://kpop.fandom.com/wiki/CNBLUE_Lee_Jong_Hyun,https://kpop.fandom.com/wiki/Lee_Jong_Hyun
https://kpop.fandom.com/wiki/CROSS_GENE,https://kpop.fandom.com/wiki/CROSS_GENE
https://kpop.fandom.com/wiki/CROSS_GENE_Casper,https://kpop.fandom.com/wiki/Casper
https://kpop.fandom.com/wiki/CROSS_GENE_Sangmin_CROSS_GENE,https://kpop.fandom.com/wiki/Sangmin_(CROSS_GENE)
https://kpop.fandom.com/wiki/CROSS_GENE_Takuya,https://kpop.fandom.com/wiki/Takuya
https://kpop.fandom.com/wiki/CROSS_GENE_Shin_CROSS_GENE,https://kpop.fandom.com/wiki/Shin_(CROSS_GENE)
https://kpop.fandom.com/wiki/CROSS_GENE_Seyoung,https://kpop.fandom.com/wiki/Seyoung
https://kpop.fandom.com/wiki/D.Holic,https://kpop.fandom.com/wiki/D.Holic
https://kpop.fandom.com/wiki/D.Holic_EJ_D.Holic,https://kpop.fandom.com/wiki/EJ_(D.Holic)
https://kpop.fandom.com/wiki/D.Holic_Chu_Hwa_Jeong,https://kpop.fandom.com/wiki/Chu_Hwa_Jeong
https://kpop.fandom.com/wiki/D.Holic_Rena_D.Holic,https://kpop.fandom.com/wiki/Rena_(D.Holic)
https://kpop.fandom.com/wiki/D.Holic_Hami,https://kpop.fandom.com/wiki/Hami
https://kpop.fandom.com/wiki/Delight_group,https://kpop.fandom.com/wiki/Delight_(group)
https://kpop.fandom.com/wiki/Delight_group_Suhyun_FLASHE,https://kpop.fandom.com/wiki/Suhyun_(FLASHE)
https://kpop.fandom.com/wiki/VIXX,https://kpop.fandom.com/wiki/VIXX
https://kpop.fandom.com/wiki/VIXX_N,https://kpop.fandom.com/wiki/N
https://kpop.fandom.com/wiki/VIXX_Hyuk,https://kpop.fandom.com/wiki/Hyuk
https://kpop.fandom.com/wiki/VIXX_Hongbin,https://kpop.fandom.com/wiki/Hongbin
https://kpop.fandom.com/wiki/VIXX_Ravi,https://kpop.fandom.com/wiki/Ravi
https://kpop.fandom.com/wiki/VIXX_Ken,https://kpop.fandom.com/wiki/Ken
https://kpop.fandom.com/wiki/VIXX_Leo_VIXX,https://kpop.fandom.com/wiki/Leo_(VIXX)
https://kpop.fandom.com/wiki/VICTON,https://kpop.fandom.com/wiki/VICTON
https://kpop.fandom.com/wiki/VICTON_Kang_Seung_Sik,https://kpop.fandom.com/wiki/Kang_Seung_Sik
https://kpop.fandom.com/wiki/VICTON_Heo_Chan,https://kpop.fandom.com/wiki/Heo_Chan
https://kpop.fandom.com/wiki/VICTON_Jung_Su_Bin,https://kpop.fandom.com/wiki/Jung_Su_Bin
https://kpop.fandom.com/wiki/VICTON_Choi_Byung_Chan,https://kpop.fandom.com/wiki/Choi_Byung_Chan
https://kpop.fandom.com/wiki/VICTON_Do_Han_Se,https://kpop.fandom.com/wiki/Do_Han_Se
https://kpop.fandom.com/wiki/VICTON_Lim_Se_Jun,https://kpop.fandom.com/wiki/Lim_Se_Jun
https://kpop.fandom.com/wiki/VICTON_Han_Seung_Woo,https://kpop.fandom.com/wiki/Han_Seung_Woo
https://kpop.fandom.com/wiki/Vetty-L,https://kpop.fandom.com/wiki/Vetty-L
https://kpop.fandom.com/wiki/Vetty-L_Anna,https://kpop.fandom.com/wiki/Anna
https://kpop.fandom.com/wiki/Vetty-L_Seryeong,https://kpop.fandom.com/wiki/Seryeong
https://kpop.fandom.com/wiki/VERIVERY,https://kpop.fandom.com/wiki/VERIVERY
https://kpop.fandom.com/wiki/VERIVERY_Dongheon,https://kpop.fandom.com/wiki/Dongheon
https://kpop.fandom.com/wiki/VERIVERY_Kangmin_VERIVERY,https://kpop.fandom.com/wiki/Kangmin_(VERIVERY)
https://kpop.fandom.com/wiki/VERIVERY_Yeonho,https://kpop.fandom.com/wiki/Yeonho
https://kpop.fandom.com/wiki/VERIVERY_Yongseung,https://kpop.fandom.com/wiki/Yongseung
https://kpop.fandom.com/wiki/VERIVERY_Gyehyeon,https://kpop.fandom.com/wiki/Gyehyeon
https://kpop.fandom.com/wiki/VERIVERY_Hoyoung,https://kpop.fandom.com/wiki/Hoyoung
https://kpop.fandom.com/wiki/VERIVERY_Minchan,https://kpop.fandom.com/wiki/Minchan
https://kpop.fandom.com/wiki/VERMUDA,https://kpop.fandom.com/wiki/VERMUDA
https://kpop.fandom.com/wiki/VERMUDA_Jun_VERMUDA,https://kpop.fandom.com/wiki/Jun_(VERMUDA)
https://kpop.fandom.com/wiki/VERMUDA_Choi_Seon,https://kpop.fandom.com/wiki/Choi_Seon
https://kpop.fandom.com/wiki/VERMUDA_U_VERMUDA,https://kpop.fandom.com/wiki/U_(VERMUDA)
https://kpop.fandom.com/wiki/VAV,https://kpop.fandom.com/wiki/VAV
https://kpop.fandom.com/wiki/VAV_Cleaun,https://kpop.fandom.com/wiki/Cleaun
https://kpop.fandom.com/wiki/VAV_Ziu_VAV,https://kpop.fandom.com/wiki/Ziu_(VAV)
https://kpop.fandom.com/wiki/VAV_Lou,https://kpop.fandom.com/wiki/Lou
https://kpop.fandom.com/wiki/VAV_Ayno,https://kpop.fandom.com/wiki/Ayno
https://kpop.fandom.com/wiki/VAV_Jacob_VAV,https://kpop.fandom.com/wiki/Jacob_(VAV)
https://kpop.fandom.com/wiki/VAV_Ace_VAV,https://kpop.fandom.com/wiki/Ace_(VAV)
https://kpop.fandom.com/wiki/VAV_BaRon,https://kpop.fandom.com/wiki/BaRon
https://kpop.fandom.com/wiki/VAV_St.Van,https://kpop.fandom.com/wiki/St.Van
https://kpop.fandom.com/wiki/MYname,https://kpop.fandom.com/wiki/MYname
https://kpop.fandom.com/wiki/MYname_Insoo_MYname,https://kpop.fandom.com/wiki/Insoo_(MYname)
https://kpop.fandom.com/wiki/MYname_Chaejin_MYname,https://kpop.fandom.com/wiki/Chaejin_(MYname)
https://kpop.fandom.com/wiki/MYname_JunQ,https://kpop.fandom.com/wiki/JunQ
https://kpop.fandom.com/wiki/MYname_Gunwoo,https://kpop.fandom.com/wiki/Gunwoo
https://kpop.fandom.com/wiki/MYname_Seyong,https://kpop.fandom.com/wiki/Seyong
https://kpop.fandom.com/wiki/UTH,https://kpop.fandom.com/wiki/UTH
https://kpop.fandom.com/wiki/UTH_Chan_UTH,https://kpop.fandom.com/wiki/Chan_(UTH)
https://kpop.fandom.com/wiki/VANNER,https://kpop.fandom.com/wiki/VANNER
https://kpop.fandom.com/wiki/VANNER_Yeonggwang,https://kpop.fandom.com/wiki/Yeonggwang
https://kpop.fandom.com/wiki/VANNER_Ahxian,https://kpop.fandom.com/wiki/Ahxian
https://kpop.fandom.com/wiki/VANNER_Hyeseong_VANNER,https://kpop.fandom.com/wiki/Hyeseong_(VANNER)
https://kpop.fandom.com/wiki/VANNER_Gon_VANNER,https://kpop.fandom.com/wiki/Gon_(VANNER)
https://kpop.fandom.com/wiki/VANNER_Taehwan,https://kpop.fandom.com/wiki/Taehwan
https://kpop.fandom.com/wiki/MyB,https://kpop.fandom.com/wiki/MyB
https://kpop.fandom.com/wiki/MyB_Heejoo_API,https://kpop.fandom.com/wiki/Heejoo_(API)
https://kpop.fandom.com/wiki/MyB_Hayoon,https://kpop.fandom.com/wiki/Hayoon
https://kpop.fandom.com/wiki/MyB_G-Won,https://kpop.fandom.com/wiki/G-Won
https://kpop.fandom.com/wiki/MyB_Haru_API,https://kpop.fandom.com/wiki/Haru_(API)
https://kpop.fandom.com/wiki/MyB_Moonhee,https://kpop.fandom.com/wiki/Moonhee
https://kpop.fandom.com/wiki/MyB_Jookyung,https://kpop.fandom.com/wiki/Jookyung
https://kpop.fandom.com/wiki/MYTEEN,https://kpop.fandom.com/wiki/MYTEEN
https://kpop.fandom.com/wiki/MYTEEN_Song_Yu_Vin,https://kpop.fandom.com/wiki/Song_Yu_Vin
https://kpop.fandom.com/wiki/MYTEEN_Shin_Jun_Seop,https://kpop.fandom.com/wiki/Shin_Jun_Seop
https://kpop.fandom.com/wiki/MYTEEN_Eun_Su,https://kpop.fandom.com/wiki/Eun_Su
https://kpop.fandom.com/wiki/MYTEEN_Chun_Jin,https://kpop.fandom.com/wiki/Chun_Jin
https://kpop.fandom.com/wiki/MYTEEN_Kim_Kook_Heon,https://kpop.fandom.com/wiki/Kim_Kook_Heon
https://kpop.fandom.com/wiki/VARSITY,https://kpop.fandom.com/wiki/VARSITY
https://kpop.fandom.com/wiki/VARSITY_Dann,https://kpop.fandom.com/wiki/Dann
https://kpop.fandom.com/wiki/VIVIDIVA,https://kpop.fandom.com/wiki/VIVIDIVA
https://kpop.fandom.com/wiki/VIVIDIVA_Soojin_GI-DLE,https://kpop.fandom.com/wiki/Soojin_((G)I-DLE)
https://kpop.fandom.com/wiki/VIVIDIVA_Sara_VIVIDIVA,https://kpop.fandom.com/wiki/Sara_(VIVIDIVA)
https://kpop.fandom.com/wiki/VIVIDIVA_A-Min,https://kpop.fandom.com/wiki/A-Min
https://kpop.fandom.com/wiki/VIVIDIVA_Ha.L_VIVIDIVA,https://kpop.fandom.com/wiki/Ha.L_(VIVIDIVA)
https://kpop.fandom.com/wiki/VIVIDIVA_Go_Woon_SHA_SHA,https://kpop.fandom.com/wiki/Go_Woon_(SHA_SHA)
https://kpop.fandom.com/wiki/VIVIDIVA_CherryBerry,https://kpop.fandom.com/wiki/CherryBerry
https://kpop.fandom.com/wiki/Vine_girl_group,https://kpop.fandom.com/wiki/Vine_girl_group
https://kpop.fandom.com/wiki/Vine_girl_group_Denise,https://kpop.fandom.com/wiki/Denise
